-3.801457, 0.284839, 0.409173
1.210378, -4.866072, 2.853957
0.341114, 4.020644, 4.54468
1.966136, -4.71048, -0.012728
3.647462, -2.084065, -3.958825
3.454727, 4.34566, 2.515116
4.053432, -2.799847, -0.069706
-0.825342, -3.417639, 0.169618
-4.157065, -3.307495, 3.222854
2.898999, 3.434378, -0.748567
-0.946295, 3.649511, -1.558115
-1.743938, -2.692061, -1.749128
1.178589, -0.465985, 3.755954
-0.747302, 0.829989, 2.566876
2.909145, -3.421773, 1.552017
4.613034, -2.809169, -4.922951
4.410094, -0.195684, 1.554856
-2.139109, -3.709502, 1.124106
0.91355, -1.691112, 2.538059
1.087728, -0.535833, 0.987596
3.739492, 4.695007, 0.747273
-2.860245, -4.920934, -2.308516
3.612981, 0.991159, 3.654126
1.305887, 0.531572, 0.819636
2.418358, -1.027099, -1.858605
3.392987, 2.230804, 1.195521
-3.58198, 3.097477, 0.191244
-2.135823, 3.357335, -4.462288
4.19524, -0.933619, -4.182115
4.523082, -1.134829, 4.027351
4.177547, 4.253001, -2.58119
-1.202693, -2.918087, 1.032215
1.54729, -0.605063, -4.690597
3.75205, -2.66793, -3.588872
-1.140477, -4.568391, 3.980444
3.308757, 3.1353, -3.322189
3.78168, -3.784259, 3.921728
0.361936, -2.348454, -4.260976
3.001228, 3.41767, 3.725175
4.183159, -0.943169, 2.556161
4.82808, 4.528889, 2.019263
-0.827976, 4.649957, 3.866843
-3.591678, -4.425315, 1.003396
1.595408, -2.140351, -1.444807
-2.706979, -0.273584, -4.212623
-4.350096, 1.148935, -0.947212
1.778343, 2.023579, -2.700354
-1.673605, 0.318408, -3.432341
-1.802508, -0.619597, 3.45586
-1.952596, -0.471878, 3.069964
0.514569, -3.486837, 3.588458
-4.533051, 0.215345, 3.317663
-3.271286, -2.160391, 4.677782
2.702861, 4.818308, -1.97515
3.865397, 1.594313, -3.500306
-3.918287, 2.174682, -2.54841
-3.936102, -0.3338, -2.02677
2.069135, -2.17269, 2.661313
0.493939, 4.910225, 0.819568
2.86788, 4.909175, -0.615213
1.918636, 2.05063, -3.998755
-3.009658, 0.754563, -0.615583
-4.753585, -3.765763, -1.337266
-1.353571, -4.068951, -0.971981
-0.196827, 1.799154, -1.911778
0.980559, -0.528059, 4.27241
2.475899, -2.264694, 1.438024
2.139007, -4.257865, 0.582233
-4.185691, -4.535414, -4.855047
-1.946707, 4.579327, -3.84331
-3.837835, 0.546154, -2.781257
-1.659938, -3.97322, -4.350334
4.345017, 2.340139, 3.121962
-1.894249, -3.969426, -0.456999
-1.383033, 1.977953, 2.249311
2.197504, -2.036157, -3.623452
